companyFullName,companyShortName,companySize,financeStage,city,district,positionName,education,workYear,salary_min,salary_max,industryField,firstType,secondType,positionAdvantage,companyLabelList
北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,北京,朝阳区,python教研,本科,应届毕业生,15k,25k,"移动互联网,教育",教育|培训,培训,福利待遇好，地铁周边，年度旅行，年底双薪,"['股票期权', '年底双薪', '五险一金', '带薪年假']"
嘟亚（深圳）文化传媒有限公司,嘟亚文化,15-50人,未融资,深圳,南山区,Python开发,本科,3-5,15k,20k,"金融,软件开发",开发|测试|运维类,后端开发,五险一金 、员工旅游、 年终奖金、 节日福利,[]
北京能量盒科技有限公司上海分公司,Fun Plus,500-2000人,B轮,北京,海淀区,python数据开发工程师,本科,1-3,15k,25k,游戏,开发|测试|运维类,数据开发,福利待遇、扁平管理，无打卡制，加班补助,[]
华风象辑（北京）气象科技有限公司,象辑科技,150-500人,C轮,北京,海淀区,python 开发工程师,本科,3-5,20k,30k,"移动互联网,数据服务",开发|测试|运维类,后端开发,"扁平化管理,福利好,晋升空间大","['带薪年假', '扁平管理', '领导好', '五险一金']"
广州市卓为信息技术有限公司,广州卓为,150-500人,未融资,北京,西城区,python开发（西城区）,大专,3-5,11k,17k,金融,开发|测试|运维类,后端开发,团队大型 技术牛人多 交通便利 环境好,"['带薪年假', '绩效奖金', '帅哥多', '美女多']"
江苏润和软件股份有限公司,润和软件,2000人以上,上市公司,东莞,东莞市市辖区,python开发工程师,本科,应届毕业生,12k,20k,移动互联网,开发|测试|运维类,后端开发,五险一金，餐补，节日福利，年终奖,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']"
福州蓝鲨信息技术有限公司,蓝鲨信息,15-50人,天使轮,福州,闽侯县,python开发工程师,大专,在校/应届,2k,3k,"移动互联网,信息安全",开发|测试|运维类,后端开发,五险一金 下午茶 零食供应,[]
南京聪明狗网络技术有限公司,购物党,15-50人,不需要融资,南京,鼓楼区,Python爬虫及反爬工程师（可实习、可校招）,本科,应届毕业生,10k,20k,"电商,数据服务",开发|测试|运维类,后端开发,"每年涨工资,大数据实战, 集体出游","['年底双薪', '股票期权', '大数据实战', '绩效奖金']"
北京布雷恩科技有限公司,布雷恩英神经咨询,少于15人,天使轮,北京,海淀区,python开发工程师,本科,3-5,12k,24k,广告营销,开发|测试|运维类,后端开发,和大牛共事、接触最新的技术、分析大脑的数据,[]
成都黑帕云信息技术有限公司,成都黑帕云,15-50人,天使轮,西安,高新技术产业开发区,python开发工程师（西安）,本科,5-10,15k,30k,"企业服务,软件开发",开发|测试|运维类,后端开发,扁平 技术氛围好 技术交流多,"['带薪年假', '程序员文化', '产品氛围', '五险一金']"
成都黑帕云信息技术有限公司,成都黑帕云,15-50人,天使轮,成都,高新区,高级python工程师（成都）,本科,5-10,15k,30k,"企业服务,软件开发",开发|测试|运维类,后端开发,扁平 技术氛围好 技术交流多,"['带薪年假', '程序员文化', '产品氛围', '五险一金']"
北京理享家商务信息咨询有限公司,北京理享家,150-500人,D轮及以上,北京,东城区,高级Python后端工程师,本科,3-5,15k,25k,金融,开发|测试|运维类,后端开发,"扁平化管理,股票期权,年度体检","['年底双薪', '技能培训', '绩效奖金', '岗位晋升']"
北京聚数智途科技有限公司,LinkSteady,15-50人,天使轮,北京,朝阳区,python开发工程师,本科,1-3,15k,25k,"企业服务,数据服务",开发|测试|运维类,后端开发,团队氛围好，上升空间大,[]
北京爱特曼科技有限公司,爱特曼科技,15-50人,A轮,苏州,工业园区,Python后端工程师,本科,应届毕业生,10k,15k,"移动互联网,数据服务",开发|测试|运维类,后端开发,人工智能领域，福利制度健全,"['年底双薪', '定期体检', '股票期权', '带薪年假']"
北京爱特曼科技有限公司,爱特曼科技,15-50人,A轮,苏州,工业园区,后端开发python-实习生,本科,应届毕业生,3k,5k,"移动互联网,数据服务",开发|测试|运维类,后端开发,弹性工作，带薪假期、五险一金、免费零食,"['年底双薪', '定期体检', '股票期权', '带薪年假']"
深圳市浩海云科技有限公司,浩海云科技,15-50人,A轮,深圳,龙岗区,Python开发工程师,本科,1-3,12k,18k,"信息安全,硬件",开发|测试|运维类,后端开发,福利待遇、发展空间、项目奖励、团队期权,"['专项奖金', '股票期权', '年终分红', '绩效奖金']"
北京思创银联科技股份有限公司,北京思创银联,150-500人,上市公司,北京,海淀区,python开发工程师,本科,3-5,12k,17k,"移动互联网,企业服务",开发|测试|运维类,后端开发,nice,"['年终分红', '股票期权', '专项奖金', '五险一金']"
易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,成都,郫县,python开发工程师,本科,1-3,10k,18k,移动互联网,开发|测试|运维类,后端开发,发展前景好,[]
上海趋佳信息科技有限公司,Each+,50-150人,未融资,上海,浦东新区,Python研发工程师,本科,3-5,15k,25k,移动互联网,开发|测试|运维类,后端开发,"股票期权,扁平管理","['年底双薪', '定期体检', '带薪年假', '年度旅游']"
广州智品网络科技有限公司,智品网络,150-500人,A轮,广州,天河区,客户端开发工程师（C++/Python）,本科,应届毕业生,18k,25k,"移动互联网,电商",开发|测试|运维类,后端开发,"工程师氛围,技术大牛,周末双休","['五险一金', '健身器材', '扁平管理', '产品为主']"
上海谆视网络科技有限公司,谆视网络,少于15人,不需要融资,上海,浦东新区,python开发实习生,本科,在校/应届,3k,6k,文娱丨内容,开发|测试|运维类,后端开发,C端产品、快速发展,"['带薪年假', '股票期权']"
北京荣泰创想科技有限公司,北京荣泰创想,50-150人,未融资,成都,武侯区,软件开发工程师-python,本科,1-3,8k,15k,其他,开发|测试|运维类,后端开发,五险一金/绩效奖金/带薪年假/项目奖金,[]
上海媒智科技有限公司,媒智科技,15-50人,A轮,上海,徐汇区,Python 后台开发工程师,本科,3-5,15k,25k,移动互联网,开发|测试|运维类,后端开发,年底双薪 股票期权 带薪年假 周末双休,[]
深圳市有秀科技有限公司,有范,少于15人,天使轮,深圳,南山区,python软件开发,本科,1-3,9k,14k,移动互联网,开发|测试|运维类,后端开发,互联网环境 年轻团队 全方位成长机会,"['年底双薪', '股票期权', '带薪年假', '年度旅游']"
华夏银行股份有限公司信用卡中心,华夏银行信用卡中心,2000人以上,上市公司,北京,石景山区,Python开发,本科,3-5,17k,24k,金融,开发|测试|运维类,数据开发,---,[]
北京中科九章软件有限公司,中科九章,15-50人,不需要融资,西安,经济技术开发区,Python中级开发工程师,本科,1-3,10k,20k,企业服务,开发|测试|运维类,后端开发,AI产品、前沿技术、成长空间,"['带薪年假', '领导好', '定期体检', '通讯津贴']"
深圳兆日科技股份有限公司,兆日科技,150-500人,上市公司,深圳,福田区,python开发工程师,本科,3-5,10k,20k,"移动互联网,金融",开发|测试|运维类,后端开发,上市公司 年底奖金 双休,"['技能培训', '节日礼物', '带薪年假', '年度旅游']"
北京百度网讯科技有限公司,百度,2000人以上,上市公司,北京,海淀区,python开发工程师,本科,3-5,20k,40k,工具,开发|测试|运维类,后端开发,自动驾驶,"['技能培训', '岗位晋升', '管理规范', '弹性工作']"
数行者(深圳)科技有限公司,数行者(深圳)科技有限公司,少于15人,未融资,深圳,南山区,Python数据工程师,本科,1-3,12k,15k,数据服务,开发|测试|运维类,数据开发,项目潜力大、客户重量级、五险一金双休、加班少,[]
杭州博彦信息技术有限公司,博彦科技,2000人以上,上市公司,西安,雁塔区,python开发工程师,本科,3-5,10k,20k,"移动互联网,电商",开发|测试|运维类,后端开发,python 数据挖掘 机器学习,"['领导好', '技能培训', '管理规范', '扁平管理']"
北京优趣天下信息技术有限公司,优趣工作室,15-50人,未融资,珠海,香洲区,python开发工程师,大专,应届毕业生,6k,12k,移动互联网,开发|测试|运维类,后端开发,稳定 友好 海外大客户,"['办公环境温馨', '周末双休', '交通方便', '年底双薪']"
深圳笔漾贸易有限公司,笔漾贸易,150-500人,不需要融资,深圳,南山区,python开发工程师,本科,1-3,8k,12k,其他,开发|测试|运维类,后端开发,五险一金 涨薪快 每天下午茶 团建生日会,"['绩效奖金', '定期体检', '带薪年假', '弹性工作']"
北京为动而生科技有限公司,动次科技,少于15人,天使轮,北京,朝阳区,python开发工程师,本科,1-3,10k,20k,"移动互联网,医疗丨健康",开发|测试|运维类,后端开发,发展前景大、办公氛围好,"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']"
湖北链慕教育科技有限公司,链慕,15-50人,不需要融资,武汉,洪山区,python开发工程师,本科,3-5,10k,15k,电商,开发|测试|运维类,后端开发,你想要的都可以在我们公司得到，只要你够优,[]
深圳市出格科技有限公司,出格科技,150-500人,不需要融资,深圳,宝安区,python开发工程师,本科,3-5,15k,20k,"移动互联网,企业服务",开发|测试|运维类,后端开发,团队建设 包吃包住 弹性工作 公司旅游,"['股票期权', '带薪年假', '年底双薪', '交通补助']"
北京吧咔科技有限公司,News in palm,50-150人,C轮,北京,海淀区,Python研发工程师,本科,1-3,15k,30k,移动互联网,开发|测试|运维类,后端开发,五险一金 不打卡 午餐补贴 零食供应,[]
江苏创源电子有限公司,江苏创源电子有限公司,500-2000人,不需要融资,苏州,吴江区,python开发工程师,本科,1-3,8k,12k,"其他,通讯电子",开发|测试|运维类,后端开发,发展前景,"['绩效奖金', '带薪年假', '年度旅游', '技能培训']"
深圳市有秀科技有限公司,有范,少于15人,天使轮,深圳,南山区,python,本科,1-3,8k,12k,移动互联网,开发|测试|运维类,后端开发,招应届毕业生,"['年底双薪', '股票期权', '带薪年假', '年度旅游']"
南京江行联加智能科技有限公司,江行智能,50-150人,A轮,深圳,宝安区,python后端开发工程师,本科,3-5,15k,20k,人工智能,开发|测试|运维类,后端开发,大牛技术团队、一线风投加持、期权激励,"['交通补助', '弹性工作', '五险一金', '股票期权']"
深圳趣晓网络科技有限公司,深圳趣晓网络科技有限公司,50-150人,不需要融资,深圳,南山区,高级服务器开发工程师（Python）,本科,5-10,20k,26k,"游戏,软件开发",开发|测试|运维类,后端开发,项目前景大 年轻团队 奖金丰厚,[]
北京华伟恒远信息系统技术有限公司,华伟恒远,50-150人,未融资,北京,海淀区,Python测试开发,本科,1-3,10k,15k,"数据服务,人工智能",开发|测试|运维类,测试,金融类项目,[]
北京旷视科技有限公司,旷视MEGVII,500-2000人,D轮及以上,北京,海淀区,云服务业务_后端开发工程师（Python/Go）,本科,3-5,20k,40k,人工智能,开发|测试|运维类,后端开发,餐补、补充医疗险、五险一金、试用期全额,"['科技大牛公司', '自助三餐', '年终多薪', '超长带薪假期']"
华为技术有限公司,华为技术有限公司,2000人以上,不需要融资,深圳,龙岗区,python开发工程师,本科,应届毕业生,27k,54k,通讯电子,开发|测试|运维类,后端开发,python开发,"['福利完善', '国际化平台', '定期体检', '绩效奖金']"
北京联世传奇网络技术有限公司,联世传奇,15-50人,不需要融资,北京,朝阳区,python工程师,本科,1-3,15k,25k,电商,开发|测试|运维类,后端开发,发展前景 晋升通道,[]
奇安信科技集团股份有限公司,奇安信集团,2000人以上,上市公司,上海,闵行区,服务端Python开发工程师（上海总,本科,3-5,18k,22k,信息安全,开发|测试|运维类,后端开发,电子取证业务,"['年底双薪', '带薪年假', '午餐补助', '定期体检']"
北京玩星汇聚科技有限公司,玩星,15-50人,A轮,北京,海淀区,python开发工程师,本科,3-5,16k,25k,"移动互联网,游戏",开发|测试|运维类,后端开发,技术前沿，弹性管理，薪资丰厚,"['专项奖金', '股票期权', '带薪年假', '绩效奖金']"
微梦创科网络科技（中国）有限公司,微博,2000人以上,上市公司,北京,海淀区,python中高端开发工程师,本科,1-3,20k,40k,文娱丨内容,开发|测试|运维类,后端开发,"产品重要,成长快,挑战多","['年底双薪', '专项奖金', '股票期权', '五险一金']"
微梦创科网络科技（中国）有限公司,微博,2000人以上,上市公司,北京,海淀区,搜索后端python研发工程师,本科,1-3,20k,40k,文娱丨内容,开发|测试|运维类,后端开发,核心业务、成长平台,"['年底双薪', '专项奖金', '股票期权', '五险一金']"
