companyFullName,companyShortName,companySize,financeStage,city,district,positionName,education,workYear,salary_min,salary_max,industryField,firstType,secondType,positionAdvantage,companyLabelList
杭州安恒信息技术股份有限公司,安恒信息,500-2000人,上市公司,杭州,滨江区,python开发工程师,本科,3-5,15k,25k,"信息安全,数据服务",开发|测试|运维类,后端开发,五险一金 带薪年假 国内外旅游,"['年终分红', '股票期权', '绩效奖金', '五险一金']"
深圳市汉云科技有限公司,汉云科技,50-150人,A轮,深圳,南山区,python开发工程师,本科,3-5,15k,20k,数据服务,开发|测试|运维类,后端开发,大数据、国产MPP数据库、绩效奖金、期权,"['绩效奖金', '岗位晋升', '股票期权', '带薪年假']"
上海弘玑信息技术有限公司,CYCLONE RPA,50-150人,A轮,上海,徐汇区,python开发工程师,本科,3-5,20k,25k,"企业服务,人工智能",开发|测试|运维类,后端开发,互联网人工智能,[]
深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,深圳,南山区,python开发工程师,本科,5-10,14k,20k,"企业服务,软件开发",开发|测试|运维类,后端开发,早9晚6 周末双休,[]
杭州飞享数据技术有限公司,飞享数据,15-50人,A轮,成都,高新区,Python开发工程师,本科,3-5,10k,15k,"移动互联网,数据服务",开发|测试|运维类,后端开发,团队靠谱，项目靠谱，A轮高速成长,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']"
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,上海,浦东新区,python开发工程师,本科,1-3,12k,24k,人工智能,开发|测试|运维类,后端开发,公司发展稳定、独角兽、待遇丰厚、产品线多,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']"
北京小惠信息技术有限公司,小惠信息,少于15人,未融资,北京,朝阳区,python,本科,应届毕业生,15k,20k,"金融,数据服务",开发|测试|运维类,后端开发,周末双休,[]
深圳市泊寓租赁服务有限公司,万科泊寓,2000人以上,上市公司,深圳,南山区,python爬虫工程师,本科,3-5,10k,20k,其他,开发|测试|运维类,后端开发,团队氛围佳,[]
北京中政方圆科技有限公司,中政方圆,150-500人,不需要融资,北京,朝阳区,python开发工程师,大专,3-5,15k,20k,"信息安全,软件开发",开发|测试|运维类,后端开发,驻场政府部门，接触国际项目,"['专项奖金', '交通补助', '午餐补助', '通讯津贴']"
北京志凌海纳科技有限公司,SmartX,150-500人,C轮,上海,浦东新区,Python开发工程师,本科,应届毕业生,14k,28k,数据服务,开发|测试|运维类,后端开发,团队氛围好；技术强；大牛多,"['股票期权', '扁平管理', '五险一金', '午餐补助']"
北京银通易汇科技有限公司,TransferEasy,50-150人,A轮,北京,海淀区,python工程师,本科,1-3,15k,25k,金融,开发|测试|运维类,后端开发,快速发展 扁平管理 六险一金 免费零食,"['午餐补助', '交通补助', '带薪年假']"
浪潮通用软件有限公司,浪潮通软,500-2000人,上市公司,深圳,南山区,Python开发工程师,本科,3-5,13k,20k,企业服务,开发|测试|运维类,后端开发,股票期权，平台广，交通补助，团建下午茶,"['技能培训', '节日礼物', '年底双薪', '带薪年假']"
西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,杭州,滨江区,python开发工程师,本科,1-3,12k,22k,软件开发,开发|测试|运维类,后端开发,绩效薪资 加班补贴,[]
北京好赞移动科技有限公司,nice,150-500人,C轮,北京,朝阳区,python工程师,本科,3-5,25k,35k,"移动互联网,社交",开发|测试|运维类,后端开发,公司发展前景好、团队氛围nice,"['股票期权', '年底双薪', '绩效奖金', '五险一金']"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,北京,海淀区,python工程师,本科,3-5,30k,50k,工具,开发|测试|运维类,后端开发,薪资open可谈,"['技能培训', '领导好', '美女多', '帅哥多']"
北京蓝色光标数字传媒科技有限公司,蓝标传媒,500-2000人,不需要融资,北京,朝阳区,python,本科,3-5,12k,20k,"移动互联网,广告营销",开发|测试|运维类,后端开发,六险一金；带薪年假；员工体检；免费班车,"['专项奖金', '带薪年假', '绩效奖金', '扁平管理']"
河南八六三软件股份有限公司,863软件,500-2000人,未融资,上海,闵行区,python开发工程师,大专,1-3,8k,12k,移动互联网,开发|测试|运维类,后端开发,"双休,五险一金",[]
深圳市今日投资数据科技有限公司,今日投资,50-150人,A轮,深圳,福田区,python工程师,硕士,1-3,10k,15k,"金融,数据服务",开发|测试|运维类,后端开发,五险一金节日福利包餐公司旅游员工体检,"['绩效奖金', '交通补助', '通讯津贴', '年度旅游']"
西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,上海,浦东新区,python开发工程师,本科,3-5,12k,20k,软件开发,开发|测试|运维类,后端开发,做五休二 不加班,[]
上海弘玑信息技术有限公司,CYCLONE RPA,50-150人,A轮,上海,闵行区,python开发工程师,本科,3-5,15k,20k,"企业服务,人工智能",开发|测试|运维类,后端开发,发展迅猛、业务面广,[]
北京聚云数字信息技术有限公司,聚云数字,50-150人,未融资,北京,朝阳区,python开发工程师,本科,3-5,17k,25k,广告营销,开发|测试|运维类,后端开发,五险一金、免费午餐、加班补助、带薪休假,[]
深圳呗佬科技有限公司,Bello,15-50人,A轮,深圳,南山区,python开发工程师,本科,3-5,20k,40k,"企业服务,人工智能",开发|测试|运维类,后端开发,不打卡、发展空间大,[]
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,深圳,南山区,python开发工程师,本科,5-10,20k,40k,人工智能,开发|测试|运维类,后端开发,人工智能独角兽,"['五险一金', '弹性工作', '丰盛三餐', '发展空间大']"
上海西井信息科技有限公司,westwell西井科技,150-500人,C轮,上海,静安区,Python工程师,大专,3-5,15k,25k,"数据服务,硬件",开发|测试|运维类,后端开发,前沿项目，发展空间巨大,"['技能培训', '股票期权', '带薪年假', '绩效奖金']"
易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,成都,郫县,Python开发工程师,本科,应届毕业生,10k,15k,移动互联网,开发|测试|运维类,后端开发,五险一金 餐补 员工福利 周末双休,[]
上海迈外迪网络科技有限公司,迈外迪,150-500人,D轮及以上,北京,朝阳区,python工程师,本科,3-5,14k,25k,"移动互联网,消费生活",开发|测试|运维类,后端开发,不加班 团队实力,"['岗位晋升', '管理规范', '带薪年假', '交通补助']"
光之树（北京）科技有限公司,光之树科技,15-50人,A轮,上海,杨浦区,Python,本科,3-5,20k,30k,"金融,数据服务",开发|测试|运维类,后端开发,金融科技 前沿技术 跨国团队 技术大牛,"['带薪年假', '绩效奖金', '定期体检', '弹性工作']"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,北京,朝阳区,Python开发工程师,本科,3-5,25k,40k,社交,开发|测试|运维类,后端开发,"完善的福利,团队精湛,技术挑战","['岗位晋升', '帅哥多', '管理规范', '技能培训']"
腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,成都,高新区,python开发工程师,本科,1-3,10k,18k,社交,开发|测试|运维类,后端开发,大平台，内部晋升，带薪年假，年度旅游,"['免费班车', '成长空间', '年度旅游', '岗位晋升']"
腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,深圳,南山区,python开发工程师,本科,3-5,20k,40k,社交,开发|测试|运维类,后端开发,大平台 福利待遇优厚,"['免费班车', '成长空间', '年度旅游', '岗位晋升']"
广州多益网络股份有限公司,多益网络,500-2000人,不需要融资,广州,萝岗区,python开发工程师,本科,应届毕业生,10k,20k,"移动互联网,游戏",开发|测试|运维类,移动前端开发,互联网百强,"['扁平化管理', '现象级产品']"
深圳市爱图仕影像器材有限公司,爱图仕影像器材,150-500人,未融资,深圳,龙华新区,python开发工程师,本科,3-5,15k,25k,"软件开发,其他",开发|测试|运维类,后端开发,团队年轻活力，每周两次技术分享。,[]
上海艾融软件股份有限公司,艾融股份,500-2000人,上市公司,上海,嘉定区,python,本科,3-5,13k,16k,"移动互联网,金融",开发|测试|运维类,后端开发,园区环境好。稳定的项目,"['互联网金融', '股票期权', '顶级银行工程', '技术大牛']"
嘉实基金管理有限公司,嘉实基金,500-2000人,不需要融资,北京,东城区,python开发工程师,本科,应届毕业生,13k,19k,"金融,人工智能",开发|测试|运维类,后端开发,职业发展前景广阔,"['五险一金', '带薪年假', '定期体检', '扁平管理']"
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,北京,丰台区,python开发工程师,本科,1年以下,8k,16k,"移动互联网,数据服务",开发|测试|运维类,后端开发,弹性工作制，领导好，有前景，有奖金,"['股票期权', '绩效奖金', '五险一金', '弹性工作']"
深圳锐链科技有限公司,锐链科技,50-150人,天使轮,深圳,南山区,python,本科,3-5,15k,30k,"移动互联网,数据服务",开发|测试|运维类,后端开发,发展前景大、老板nice,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']"
拉勾猎头,拉勾猎头,500-2000人,D轮及以上,广州,天河区,技术中心-python开发工程师,本科,3-5,15k,25k,"移动互联网,企业服务",开发|测试|运维类,运维,大厂,"['一手内推信息', '猎头专业服务', '名企保面试', '精准高效对接']"
拉勾猎头,拉勾猎头,500-2000人,D轮及以上,北京,朝阳区,高级后端开发工程师（go/c++/python)）,本科,3-5,20k,40k,"移动互联网,企业服务",开发|测试|运维类,后端开发,上市公司,"['一手内推信息', '猎头专业服务', '名企保面试', '精准高效对接']"
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,武汉,洪山区,python开发工程师,本科,应届毕业生,15k,25k,信息安全,开发|测试|运维类,后端开发,上市公司，六险一金，餐补话补，弹性工作,"['技能培训', '节日礼物', '股票期权', '带薪年假']"
深圳柚子街科技有限公司,柚子街,15-50人,A轮,深圳,南山区,python工程师,本科,1-3,10k,14k,"移动互联网,消费生活",开发|测试|运维类,后端开发,双休 下午茶 弹性打卡 月度激励,"['股票期权', '带薪年假', '年度旅游', '扁平管理']"
江苏汇鸿汇升投资管理有限公司,汇鸿汇升投资,50-150人,上市公司,南京,秦淮区,Python工程师,本科,1-3,8k,12k,金融,开发|测试|运维类,数据开发,国企 金融科技,[]
北京创锐文化传媒有限公司,聚美优品,2000人以上,上市公司,北京,东城区,python开发工程师,本科,3-5,20k,30k,电商,开发|测试|运维类,后端开发,团队大牛多,"['技能培训', '节日礼物', '季度奖金', '岗位晋升']"
天脉聚源（北京）科技有限公司,天脉,500-2000人,D轮及以上,北京,东城区,python开发工程师,本科,3-5,18k,25k,数据服务,开发|测试|运维类,后端开发,大牛带队 扁平管理,"['绩效奖金', '带薪年假', '弹性工作', '双休']"
叽里呱啦文化传播（上海）有限公司,叽里呱啦,500-2000人,B轮,上海,普陀区,python开发工程师,本科,1-3,15k,30k,"移动互联网,教育",开发|测试|运维类,后端开发,风口行业 牛人多多 氛围简单 呱呱餐厅,"['年底双薪', '带薪年假', '出国旅游', '没有996']"
北京影谱科技股份有限公司,影谱科技,150-500人,D轮及以上,北京,朝阳区,python开发工程师,本科,3-5,20k,30k,人工智能,开发|测试|运维类,后端开发,技术氛围浓 扁平化,"['年度旅游', '定期休假', '七险一金', '午餐补助']"
深圳市普特生物医学工程有限公司,普特生物医学,150-500人,不需要融资,深圳,南山区,python开发工程师,本科,3-5,13k,20k,医疗丨健康,开发|测试|运维类,后端开发,"周末双休,五险一金,带薪年假,地铁沿线",[]
北京趋数网络科技有限公司,趋数科技,150-500人,C轮,深圳,南山区,python开发工程师,本科,3-5,20k,35k,人工智能,开发|测试|运维类,后端开发,15k-35k,[]
西安数据如金信息科技有限公司,金数据,50-150人,不需要融资,西安,高新技术产业开发区,Python开发工程师,本科,3-5,14k,28k,企业服务,开发|测试|运维类,后端开发,五险一金 技术大牛 极客精神,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']"
上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2000人以上,上市公司,深圳,龙岗区,python开发工程师,本科,在校/应届,12k,24k,"企业服务,金融",开发|测试|运维类,后端开发,大牛带队 周末加班双倍 项目分红 绩效奖,"['绩效奖金', '带薪年假', '定期体检', '管理规范']"
翼健（上海）信息科技有限公司,BaseBit AI 翼方健数,50-150人,B轮,上海,长宁区,Python开发工程师,本科,1-3,12k,20k,医疗丨健康,开发|测试|运维类,后端开发,发展快速；晋升空间；股权激励,"['带薪年假', '弹性工作', '年度旅游', '节日礼物']"
广州易度网络信息有限公司,易度信息,15-50人,未融资,广州,天河区,Python开发工程师,大专,在校/应届,6k,12k,企业服务,开发|测试|运维类,后端开发,创新团队，成熟产品，全面提升,"['带薪年假', '绩效奖金', '年终分红', '下午茶']"
广州嘉煌文化传播有限公司,嘉煌文化传播,50-150人,不需要融资,广州,天河区,python开发工程师,本科,3-5,12k,15k,"体育,软件开发",开发|测试|运维类,后端开发,五险一金、周末双休、弹性工作、年度调薪,"['弹性工作', '节日礼物', '扁平管理', '技能培训']"
零氪信息技术（北京）有限公司,LinkDoc,500-2000人,D轮及以上,天津,滨海新区,python工程师,本科,1-3,10k,15k,"医疗丨健康,数据服务",开发|测试|运维类,后端开发,医疗大数据；独角兽,"['年底双薪', '年终分红', '带薪年假', '定期体检']"
零氪信息技术（北京）有限公司,LinkDoc,500-2000人,D轮及以上,北京,海淀区,python工程师,本科,1-3,13k,18k,"医疗丨健康,数据服务",开发|测试|运维类,后端开发,医疗大数据,"['年底双薪', '年终分红', '带薪年假', '定期体检']"
长城汽车股份有限公司,长城汽车,2000人以上,上市公司,北京,丰台区,python开发工程师,本科,3-5,15k,30k,其他,开发|测试|运维类,后端开发,0-1 空间大 职位晋升,[]
魔珐（上海）信息科技有限公司,Xmov,150-500人,A轮,上海,徐汇区,python开发工程师,本科,3-5,15k,28k,"移动互联网,人工智能",开发|测试|运维类,后端开发,"明星团队,**科学家,**风投,期权丰厚","['明星团队', '股票期权', '顶级科学家', '顶级风投']"
魔珐（上海）信息科技有限公司,Xmov,150-500人,A轮,上海,徐汇区,Python开发工程师,本科,3-5,18k,30k,"移动互联网,人工智能",开发|测试|运维类,后端开发,"明星团队,**科学家,**风投,期权丰厚","['明星团队', '股票期权', '顶级科学家', '顶级风投']"
杭州鲸算科技有限公司,鲸算科技,500-2000人,D轮及以上,北京,朝阳区,python开发工程师,本科,1-3,15k,30k,"人工智能,软件开发",开发|测试|运维类,后端开发,双休,"['定期体检', '带薪年假', '交通补助', '股票期权']"
杭州普健医疗科技有限公司,普健医疗,15-50人,A轮,杭州,西湖区,python开发工程师,大专,1-3,8k,12k,"医疗丨健康,人工智能",开发|测试|运维类,后端开发,学习机会多,[]
北京融智国创科技有限公司,融智国创,50-150人,未融资,北京,海淀区,python开发工程师,本科,在校/应届,8k,12k,"人工智能,软件开发",开发|测试|运维类,数据开发,学习运用RPA/OCR/NLP等AI技术,"['绩效奖金', '年终分红', '弹性工作', '岗位晋升']"
北京长瑞时代科技有限公司,长瑞时代,15-50人,未融资,北京,朝阳区,Python开发工程师,本科,1-3,8k,16k,"移动互联网,硬件",开发|测试|运维类,后端开发,"工作环境好,团队氛围佳,发展空间大","['扁平管理', '年终分红', '五险一金']"
广州医鹭久歌医疗器械有限公司,医鹭久歌,50-150人,A轮,广州,番禺区,python开发工程师,本科,3-5,10k,18k,医疗丨健康,开发|测试|运维类,后端开发,团队氛围好，行业发展前景良好。,"['带薪年假', '五险双休', '年轻有活力', '工作氛围好']"
烽台科技（北京）有限公司,烽台科技,50-150人,A轮,北京,海淀区,python开发工程师,本科,应届毕业生,13k,19k,信息安全,开发|测试|运维类,后端开发,弹性、发展,[]
杭州悠潭科技有限公司,悠潭科技,少于15人,天使轮,北京,海淀区,Python算法工程师,本科,1-3,10k,20k,游戏 数据服务,开发|测试|运维类,人工智能,一起发大财,[]
翼果（深圳）科技有限公司,翼果科技,50-150人,不需要融资,深圳,南山区,python开发工程师,本科,1-3,15k,25k,数据服务,开发|测试|运维类,后端开发,华为系 自研团队 技术氛围浓厚 行业前景好,"['绩效奖金', '岗位晋升', '扁平管理', '领导好']"
北京鸿盈信息技术有限公司,360,2000人以上,上市公司,广州,天河区,数据开发工程师（python）,本科,1-3,15k,25k,信息安全,开发|测试|运维类,后端开发,成熟型业务用户量大，牛人多，福利好，氛围好,"['专项奖金', '年底双薪']"
上海扩博智能技术有限公司,扩博智能,50-150人,B轮,上海,闵行区,python开发工程师,本科,3-5,15k,30k,"移动互联网,数据服务",开发|测试|运维类,后端开发,大牛云集 发展空间大 人工智能,"['股票期权', '弹性工作', '扁平管理', '年度旅游']"
浙江力太工业互联网有限公司,力太工业,150-500人,C轮,武汉,洪山区,python开发工程师,本科,1-3,11k,20k,"移动互联网,其他",开发|测试|运维类,后端开发,六险一金，带薪年假，股票期权,"['年底双薪', '股票期权', '专项奖金', '带薪年假']"
成都宽邦科技有限公司,宽邦（BigQuant）,15-50人,不需要融资,成都,高新区,python开发工程师,本科,3-5,12k,20k,"金融,数据服务",开发|测试|运维类,后端开发,人工智能、大牛团队、FinTech、试用期全薪,"['前沿技术', '五险一金', '股票期权', '团队优秀']"
诺贝尔曼（上海）商业投资管理有限公司,诺贝尔曼,15-50人,未融资,上海,黄浦区,python开发工程师,硕士,应届毕业生,6k,10k,"企业服务,数据服务",开发|测试|运维类,后端开发,市场调研 数据分析 数据架构,[]
车艺尚汽车服务（上海）有限公司,车艺尚汽车服务（上海）有限公司,150-500人,未融资,上海,浦东新区,python开发工程师,本科,3-5,12k,16k,汽车丨出行,开发|测试|运维类,后端开发,五险一金,[]
杭州博彦信息技术有限公司,博彦科技,2000人以上,上市公司,杭州,西湖区,Python开发-飞天园区,大专,应届毕业生,13k,20k,"移动互联网,电商",开发|测试|运维类,后端开发,提供发展空间，大牛带队！！,"['领导好', '技能培训', '管理规范', '扁平管理']"
北京小红花科技有限公司,PricingBLock,少于15人,天使轮,北京,朝阳区,python开发实习生,硕士,应届毕业生,3k,6k,移动互联网,开发|测试|运维类,后端开发,PricingBlock量化金融科技公司,[]
杭州云迪网络有限公司,云迪网络,15-50人,未融资,杭州,西湖区,python开发工程师,本科,在校/应届,4k,8k,企业服务、教育,开发|测试|运维类,后端开发,责任 勇气 创造,[]
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,西安,雁塔区,后台研发工程师（python）,本科,3-5,15k,25k,信息安全,开发|测试|运维类,后端开发,五险一金、弹性工作、餐补、年终奖金,"['技能培训', '节日礼物', '股票期权', '带薪年假']"
链乎（广州）科技有限公司,链乎科技,少于15人,未融资,广州,天河区,python,本科,3-5,15k,20k,软件开发,开发|测试|运维类,后端开发,办公氛围轻松、同事好相处、年轻团队,"['领导好', '弹性工作', '技能培训', '管理规范']"
杭州又拍云科技有限公司,又拍云,150-500人,B轮,杭州,西湖区,python工程师,本科,1-3,10k,15k,消费生活,开发|测试|运维类,后端开发,五险一金、年终奖、周末双休、带薪年假、餐补,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']"
成都烽创科技有限公司,烽创科技,50-150人,未融资,成都,武侯区,python开发工程师,本科,应届毕业生,7k,14k,信息安全、物联网,开发|测试|运维类,后端开发,工作氛围好，发展空间大～福利完善,[]
微梦创科网络科技（中国）有限公司,微博,2000人以上,上市公司,北京,海淀区,Golang/Python/C++研发工程师,本科,3-5,25k,50k,文娱丨内容,开发|测试|运维类,后端开发,大数据 高并发,"['年底双薪', '专项奖金', '股票期权', '五险一金']"
深圳市途林科技有限公司,途林科技,50-150人,A轮,深圳,龙岗区,python开发工程师,本科,3-5,13k,25k,其他,开发|测试|运维类,后端开发,业务稳定、发展前景好,[]
可可若器（北京）信息技术有限公司,可可若器,少于15人,未融资,北京,平谷区,python开发工程师,本科,1-3,10k,15k,汽车丨出行、人工智能,开发|测试|运维类,后端开发,生态涵养区的田园软件开发,[]
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,北京,海淀区,python开发工程师,本科,1-3,15k,30k,移动互联网,开发|测试|运维类,后端开发,六险一金 成长空间,"['带薪年假', '定期体检', '文化open', '扁平化管理']"
云南银软科技有限公司,银软科技,15-50人,未融资,昆明,盘龙区,python工程师,大专,应届毕业生,4k,8k,"软件开发,物联网",开发|测试|运维类,后端开发,周末双休 年底分红 五险,[]
北京一点网聚信息技术有限公司,一点资讯,500-2000人,D轮及以上,北京,朝阳区,python工程师,本科,在校/应届,20k,30k,文娱丨内容,开发|测试|运维类,后端开发,"精英团队,发展空间大,工作氛围好","['带薪年假', '扁平管理', '弹性工作', '领导好']"
北京一点网聚信息技术有限公司,一点资讯,500-2000人,D轮及以上,北京,朝阳区,python工程师,硕士,在校/应届,15k,25k,文娱丨内容,开发|测试|运维类,后端开发,七险一金，带薪年假，带薪病假，福利待遇好,"['带薪年假', '扁平管理', '弹性工作', '领导好']"
杭州云迪网络有限公司,云迪网络,15-50人,未融资,杭州,西湖区,python开发工程师,本科,1-3,8k,16k,企业服务、教育,开发|测试|运维类,后端开发,责任 勇气 创造,[]
广州好推网络科技有限公司,好推网络,15-50人,天使轮,广州,天河区,python开发工程师,本科,3-5,15k,20k,"游戏,广告营销",开发|测试|运维类,后端开发,五险一金、定期体检、年终奖、全勤奖、节日福利,"['年底双薪', '绩效奖金', '专项奖金', '弹性工作']"
浙江思考者科技有限公司,思考者科技,15-50人,未融资,杭州,滨江区,python开发工程师,本科,1-3,8k,13k,"移动互联网,数据服务",开发|测试|运维类,后端开发,高薪 加班时间短,"['股票期权', '带薪年假', '弹性工作', '扁平管理']"
北京中科九章软件有限公司,中科九章,15-50人,不需要融资,北京,海淀区,Python研发工程师,本科,应届毕业生,10k,20k,企业服务,开发|测试|运维类,后端开发,AI产品、前沿技术、成长空间,"['带薪年假', '领导好', '定期体检', '通讯津贴']"
江苏筑牛网络科技有限公司苏州运营中心,筑牛网,50-150人,不需要融资,苏州,姑苏区,Python开发工程师,本科,3-5,10k,15k,"移动互联网,电商",开发|测试|运维类,后端开发,薪酬待遇，公司氛围,[]
洋妆源（北京）网络科技有限公司,洋妆源（北京）网络科技有限公司,50-150人,天使轮,成都,武侯区,python开发工程师,本科,3-5,15k,20k,"移动互联网,电商",开发|测试|运维类,后端开发,新项目机会大,[]
深圳市普特生物医学工程有限公司,普特生物医学,150-500人,不需要融资,深圳,南山区,python开发工程师,本科,3-5,13k,20k,医疗丨健康,开发|测试|运维类,后端开发,年轻团队 前景明朗,[]
广州医昊网络科技有限公司,医昊网络,15-50人,天使轮,广州,越秀区,python工程师,大专,1-3,6k,10k,"移动互联网,医疗丨健康",开发|测试|运维类,后端开发,"公司资源,发展前景,频繁加薪","['年底双薪', '绩效奖金', '交通补助', '股票期权']"
上海设序科技有限公司,设序科技,15-50人,天使轮,上海,青浦区,python开发工程师,本科,3-5,10k,20k,"人工智能,软件开发",开发|测试|运维类,后端开发,股票期权，核心团队成员，职位晋升速度快,[]
浙江力太工业互联网有限公司,力太工业,150-500人,C轮,杭州,滨江区,python开发工程师,本科,1-3,11k,20k,"移动互联网,其他",开发|测试|运维类,后端开发,五险一金双休福利补贴带薪休假丰厚奖金升职,"['年底双薪', '股票期权', '专项奖金', '带薪年假']"
广州多益网络股份有限公司,多益网络,500-2000人,不需要融资,广州,萝岗区,Python开发工程师,本科,应届毕业生,10k,18k,"移动互联网,游戏",开发|测试|运维类,后端开发,管理规范、扁平管理、互联网百强;,"['扁平化管理', '现象级产品']"
深圳市璟雯实业有限公司,璟雯实业,150-500人,不需要融资,上海,徐汇区,python开发工程师,本科,3-5,15k,25k,"移动互联网,电商",开发|测试|运维类,后端开发,试用期薪资不打折，入职缴纳五险一金,[]
北京希嘉创智教育科技有限公司,希嘉教育,50-150人,A轮,武汉,洪山区,python开发工程师,本科,3-5,8k,15k,数据服务,开发|测试|运维类,后端开发,六险一金 每年有一次调薪机会,[]
广州市双照电子科技有限公司,双照科技,150-500人,不需要融资,深圳,南山区,python工程师,本科,5-10,20k,40k,"数据服务,软件开发",开发|测试|运维类,后端开发,周末双休、五险一金、带薪年假、年度体检,[]
杭州首企网络科技有限公司,首企网络,15-50人,不需要融资,杭州,余杭区,python,本科,3-5,18k,25k,电商,开发|测试|运维类,后端开发,阿里出来的团队，拥有较好的发展前景,[]
新奇智能科技南京有限公司,新奇智能,少于15人,未融资,南京,秦淮区,python工程师,大专,在校/应届,6k,12k,人工智能,开发|测试|运维类,后端开发,技术大牛，人工智能落地应用,[]
新奇智能科技南京有限公司,新奇智能,少于15人,未融资,南京,秦淮区,python工程师,大专,应届毕业生,13k,25k,人工智能,开发|测试|运维类,后端开发,技术大牛，人工智能落地应用,[]
北京熵简科技有限公司,熵简科技,50-150人,B轮,北京,海淀区,python开发工程师,本科,在校/应届,15k,30k,"金融,数据服务",开发|测试|运维类,后端开发,五险一金；绩效奖金；弹性工作时间；周末双休；,"['扁平管理', '五险一金', '岗位晋升', '绩效奖金']"
深圳市云屋科技有限公司,云屋科技,15-50人,天使轮,深圳,南山区,python开发工程师,本科,1-3,12k,15k,"企业服务,文娱丨内容",开发|测试|运维类,后端开发,研发型团队。技术力量雄厚。,"['股票期权', '五险一金', '弹性工作', '午餐补助']"
杭州时光坐标影视传媒股份有限公司,时光坐标影视传媒-北京分公司,50-150人,B轮,杭州,西湖区,python开发工程师,本科,应届毕业生,5k,8k,文娱丨内容,开发|测试|运维类,后端开发,影视行业新生的职位，天花板很高,[]
北京流体网络科技有限公司,流体网络,50-150人,B轮,北京,朝阳区,python开发工程师,本科,3-5,18k,30k,移动互联网,开发|测试|运维类,后端开发,实习全薪，季度奖金，节假日福利,"['股票期权', '领导好', '扁平管理', '季度奖金']"
上海思华科技股份有限公司,思华科技,150-500人,D轮及以上,西安,雁塔区,python开发,本科,3-5,8k,16k,移动互联网,开发|测试|运维类,后端开发,弹性工作；良好工作氛围,"['节日礼物', '年底双薪', '专项奖金', '股票期权']"
浙江网新恒天软件有限公司,恒天软件,2000人以上,不需要融资,杭州,西湖区,python开发工程师,硕士,3-5,15k,20k,软件开发,开发|测试|运维类,后端开发,六险一金、双休,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']"
浙江网新恒天软件有限公司,恒天软件,2000人以上,不需要融资,杭州,西湖区,python开发工程师,本科,1-3,10k,15k,软件开发,开发|测试|运维类,后端开发,六险一金、每月一半时间在家办公,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']"
智器云南京信息科技有限公司,智器云,50-150人,B轮,南京,秦淮区,python开发工程师,大专,1-3,8k,15k,"数据服务,企业服务",开发|测试|运维类,后端开发,客户稳定，产品定位明确，有技术就大有可为,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']"
西安智慧亿企信息科技有限公司,智慧亿企,15-50人,未融资,西安,经济技术开发区,python开发工程师,本科,3-5,8k,12k,"企业服务,消费生活",开发|测试|运维类,后端开发,你有能力就来，新手别来。,"['绩效奖金', '年终分红', '技能培训', '五险一金']"
杭州朝辉电子信息科技有限公司,Aurora,15-50人,未融资,杭州,下沙,python工程师,本科,在校/应届,3k,5k,"移动互联网,消费生活",开发|测试|运维类,后端开发,节假日福利；弹性办公,[]
北京永信至诚科技股份有限公司,永信至诚,150-500人,B轮,北京,海淀区,python开发工程师,大专,应届毕业生,10k,18k,移动互联网,开发|测试|运维类,后端开发,六险一金，培训体系，周末双休，弹性工作,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']"
成都腾云忆想科技有限公司,腾云忆想,500-2000人,未融资,深圳,南山区,Python/Go开发工程师,本科,3-5,15k,30k,移动互联网,开发|测试|运维类,后端开发,云服务项目,[]
深圳市金证优智科技有限公司,金证优智,50-150人,A轮,北京,海淀区,python开发,本科,在校/应届,4k,6k,人工智能,开发|测试|运维类,后端开发,工作日餐补,[]
北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,北京,朝阳区,编程讲师（python系统班）,本科,1-3,15k,20k,"移动互联网,教育",教育|培训,教师,"福利待遇大,扁平化管理,年底旅行","['股票期权', '年底双薪', '五险一金', '带薪年假']"
